"astro-ph/9212002","Hume Feldman","Hume A. Feldman and August E. Evrard","Structure in a Loitering Universe","8 pages, (uses revtex.sty), 5 figures not included, available on
  request, UM AC 92-6","Int.J.Mod.Phys. D2 (1993) 113-122","10.1142/S0218271893000106",,"astro-ph hep-ph",,"  We study the formation of structure for a universe that undergoes a recent
loitering phase. We compare the nonlinear mass distribution to that in a
standard, matter dominated cosmology. The statistical aspects of the clustered
matter are found to be robust to changes in the expansion law, an exception
being that the peculiar velocities are lower by a factor of $\sim 3$ in the
loitering model. Further, in the loitering scenario, nonlinear growth of
perturbation occurs more recently ($z\sim 3-5$) than in the matter dominated
case. Differences in the high redshift appearances of the two models will
result but observable consequences depend critically on the chosen form, onset
and duration of the loitering phase.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 22:42:17 GMT""}]","2009-10-22"
"funct-an/9212001","Vladimir Pestov","A.G. Leiderman, S.A. Morris and V.G. Pestov","The free abelian topological group and the free locally convex space on
  the unit interval","10 pages, AmS TeX 2.1",,,"RP-92-103, Dept. Math., Victoria University of Wellington, Dec 1992","funct-an math.OA",,"  We give a complete description of the topological spaces $X$ such that the
free abelian topological group $A(X)$ embeds into the free abelian topological
group $A(I)$ of the closed unit interval. In particular, the free abelian
topological group $A(X)$ of any finite-dimensional compact metrizable space $X$
embeds into $A(I)$. The situation turns out to be somewhat different for free
locally convex spaces. Some results for the spaces of continuous functions with
the pointwise topology are also obtained. Proofs are based on the classical
Kolmogorov's Superposition Theorem.
","[{""version"":""v1"",""created"":""Fri, 11 Dec 1992 10:42:52 GMT""}]","2008-02-03"
"gr-qc/9212008",,"A.L. Matacz","The Coherent State Representation of Quantum Fluctuations in the Early
  Universe","25 pages in revtex 3. This version is completely revised with
  corrections and significant new calculations","Phys.Rev. D49 (1994) 788-798","10.1103/PhysRevD.49.788","ADP-92-198/M13","gr-qc astro-ph",,"  Using the squeezed state formalism the coherent state representation of
quantum fluctuations in an expanding universe is derived. It is shown that this
provides a useful alternative to the Wigner function as a phase space
representation of quantum fluctuations. The quantum to classical transition of
fluctuations is naturally implemented by decohering the density matrix in this
representation. The entropy of the decohered vacua is derived. It is shown that
the decoherence process breaks the physical equivalence between vacua that
differ by a coordinate dependent phase generated by a surface term in the
Lagrangian. In particular, scale invariant power spectra are only obtained for
a special choice of surface term.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 18:04:00 GMT""},{""version"":""v2"",""created"":""Wed, 4 Aug 1993 03:18:11 GMT""}]","2009-10-22"
"hep-lat/9212012","Dr. Sergio Caracciolo","S. Caracciolo, R. G. Edwards, A. Pelissetto and A. D. Sokal","Possible Failure of Asymptotic Freedom in Two-Dimensional $RP^2$ and
  $RP^3$ $\sigma$-Models","Talk given at the Lattice 92 Conference, latex, 5 postscript figures,
  uses epsf.sty (all included) IFUP-Th 58/92 and SNS 16/92","Nucl.Phys.Proc.Suppl. 30 (1993) 815-818","10.1016/0920-5632(93)90332-Z",,"hep-lat",,"  We have simulated the two-dimensional $RP^2$ and $RP^3$ $\sigma$-models, at
correlation lengths up to about 220 (resp.\ 30), using a Wolff-type embedding
algorithm. We see no evidence of asymptotic scaling. Indeed, the data rule out
the conventional asymptotic scaling scenario at all correlation lengths less
than about $10^{9}$ (resp.\ $10^{5}$). Moreover, they are consistent with a
critical point at $\beta \approx 5.70$ (resp.\ 6.96), only 2\% (resp.\ 5\%)
beyond the largest $\beta$ at which we ran. Preliminary studies of a mixed
$S^{N-1}/RP^{N-1}$ model (i.e. isovector + isotensor action) show a similar
behavior when $\beta_T \to \infty$ with $\beta_V$ fixed $\ltapprox 0.6$, while
they are consistent with conventional asymptotic freedom along the lines
$\beta_T/\beta_V$ fixed $\ltapprox 2$. Taken as a whole, the data cast doubt on
(though they do not completely exclude) the idea that $RP^{N-1}$ and $S^{N-1}$
$\sigma$-models lie in the same universality class.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 17:59:11 GMT""}]","2009-10-22"
"hep-ph/9212250","Felix Schlumpf","Felix Schlumpf","Relativistic Constituent Quark Model of Electroweak Properties of
  Baryons","ReVTeX 3.0, 15 pages, SLAC-PUB-5998","Phys.Rev.D47:4114,1993; Erratum-ibid.D49:6246,1994;
  Phys.Rev.D49:6246,1994","10.1103/PhysRevD.47.4114 10.1103/PhysRevD.49.6246",,"hep-ph",,"  We calculate the electroweak properties of nucleons and hyperons in a
relativistic constituent quark model using the light-front formalism. The
parameters of the model, namely the constituent quark mass and the confinement
scale, can be uniquely chosen for both the electromagnetic and weak
experimental data. A consistent physical picture of the $qqq$ system appears in
this work with a symmetric nucleon wave function and an asymmetric hyperon wave
function. Only for the strangeness-changing weak decays do we need nontrivial
form factors of the constituent quark.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 20:14:30 GMT""}]","2014-11-17"
"hep-ph/9212251","John Collins","John C. Collins","Spin in Perturbative QCD; Coherent Hard Diffraction","To appear in Proceedings of annual meeting of Division of Particles
  and Fields of American Physical Society, Fermilab 10--14 November 1992; 4
  pages, no figures, LaTeX, PSU/TH/118",,,,"hep-ph",,"  I briefly review: (a) some recent developments in the theory of hard
scattering in QCD with polarized beams, and (b) coherent hard diffraction (that
is, hard scattering in diffractive events, with the Pomeron behaving in an
apparently point-like fashion).
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 20:26:59 GMT""}]","2007-05-23"
"hep-ph/9212252","Chengxing Zhai","Lowell S. Brown and Chengxing Zhai","2 \to n threshold production at tree level","14 pages in REVTEX, (Appendix removed) UW/PT-92-23","Phys.Rev. D47 (1993) 5526-5530","10.1103/PhysRevD.47.5526",,"hep-ph",,"  The threshold behavior of a theory with two coupled scalar fields $\chi$ and
$\phi$ is investigated. We compute the amplitude for two on-mass-shell
$\chi$-particles to produce an arbitrary number of $\phi$-particles at rest in
the tree approximation.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 23:19:55 GMT""},{""version"":""v2"",""created"":""Mon, 14 Dec 1992 22:10:59 GMT""}]","2009-10-22"
"hep-ph/9212253",,"F. Buccella, M. Lusignoli, G. Mangano, G. Miele, A. Pugliese and P.
  Santorelli","CP violating asymmetries in charged D meson decays","13 pages, Roma n. 917","Phys.Lett.B302:319-325,1993","10.1016/0370-2693(93)90402-4",,"hep-ph",,"  The CP violating asymmetries for Cabibbo suppressed charged D meson decays in
the standard model are estimated in the factorized approximation, using the
two-loop effective hamiltonian and a model for final state interactions
previously tested for Cabibbo allowed D decays. No new parameters are added.
The predictions are larger than expected and not too far from the experimental
possibilities.
","[{""version"":""v1"",""created"":""Fri, 11 Dec 1992 11:23:25 GMT""}]","2008-11-26"
"hep-th/9212066","Sun Chang Pu","Chang-Pu Sun","Exotic Quantum Double,Its Universal R-matrix And Their Representations","19 pages,ITP.SB-9271","J.Math.Phys. 34 (1993) 3440-3452","10.1063/1.530035",,"hep-th",,"  The exotic quantum double and its universal R-matrix for quantum Yang-Baxter
equation are constructed in terms of Drinfeld's quantum double theory.As a new
quasi-triangular Hopf algebra, it is much different from those standard quantum
doubles that are the q-deformations for Lie algebras or Lie superalgebras. By
studying its representation theory,many-parameter representations of the exotic
quantum double are obtained with an explicit example associated with Lie
algebra $A_2$ .The multi-parameter R-matrices for the quantum Yang-Baxter
equation can result from the universal R-matrix of this exotic quantum double
and these representattions.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 19:50:52 GMT""}]","2009-10-22"
"hep-th/9212067",,"Daniel Arnaudon","Composition of Kinetic Momenta: The U_q(sl(2)) case","27 pages, harvmac and tables macros needed, minor TeXnical revision
  to allow automatic TeXing","Commun.Math.Phys. 159 (1994) 175-194","10.1007/BF02100490","CERN-TH.6730/92","hep-th",,"  The tensor products of (restricted and unrestricted) finite dimensional
irreducible representations of $\uq$ are considered for $q$ a root of unity.
They are decomposed into direct sums of irreducible and/or indecomposable
representations.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 16:10:00 GMT""},{""version"":""v2"",""created"":""Mon, 29 Mar 1993 12:58:53 GMT""}]","2009-10-22"
"hep-th/9212068","V. P. Nair","Ravit Efraty and V.P.Nair","Chern-Simons Theory and the Quark-Gluon Plasma","28 pages (4 Feynman diagrams not included, available upon request)","Phys.Rev. D47 (1993) 5601-5614","10.1103/PhysRevD.47.5601","CU-TP-579","hep-th hep-ph",,"  The generating functional for hard thermal loops in QCD is important in
setting up a resummed perturbation theory, so that all terms of a given order
in the coupling constant can be consistently taken into account. It is also the
functional which leads to a gauge invariant description of Debye screening and
plasma waves in the quark-gluon plasma. We have recently shown that this
functional is closely related to the eikonal for a Chern-Simons gauge theory.
In this paper, this relationship is explored and explained in more detail,
along with some generalizations.
","[{""version"":""v1"",""created"":""Thu, 10 Dec 1992 16:18:32 GMT""}]","2009-10-22"
